"idsbr";"nama_usaha";"alamat_usaha";"kode_wilayah";"kdprov";"kdkab";"kdkec";"kddesa";"nmprov";"nmkab";"nmkec";"nmdesa";"perusahaan_id";"status_perusahaan";"skor_kalo";"kegiatan_usaha";"rank_nama";"rank_alamat";"history_ref_profiling_id";"skala_usaha";"sumber_data";"latitude";"longitude";"latlong_status";"gcid";"gcs_result";"allow_cancel";"allow_edit";"allow_flagging";"latitude_gc";"longitude_gc";"latlong_status_gc";"gc_username";"nama_usaha_gc";"alamat_usaha_gc"
"94416976";"Telekomunikasi Seluler, PT CABANG Tanah Grogot";"JL RM NOTO SUNARDI RT 4";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IjdESUdacjRkcHN5NUZocEpGemtlL0E9PSIsInZhbHVlIjoiMDkvNkVsbUxiOHd0SFFOcUpYK1VMUT09IiwibWFjIjoiZGY4OGRmMzFkMmRhODFhNmVlYzA1YmZlYTZmZGM0OGM0MWI5ZmI3OGE2NzZlNTE1YmU2OTc0NzA4NGE4MWJlZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: penjualan produk telkomsel, Kategori: J, KBLI: 61200]";"";"";"2025-01-30";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"94440519";"PT. Berca Mandiri Perkasa Depo Batu Kajang";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6IjQ3cVRydmUrb3JaWlJHdnF3TjI4OVE9PSIsInZhbHVlIjoiNU5uOEFwR0dOcUU1aDlpYlF6bTladz09IiwibWFjIjoiMGVmYjQyNWFkODNiZmQyMDk0NmMwNmYzMDQxMDA2MGUxZDJhMzJjYTY4MGM5NWE3YWNjY2E2NjhlMGZlNDZjOCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: trading, Kategori: G, KBLI: -]; [Kegiatan Usaha: mechanical and electrical contract...";"";"";"2025-11-24";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"94431132";"PT Pegadaian (Persero), UPC LONGKALI";"Jl. Negara Simpang Pait";"6401060026";"64";"01";"060";"026";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"ATANG PAIT";"eyJpdiI6IlhhVlNHT0p5L0pqM0dsNjgwUUxhRlE9PSIsInZhbHVlIjoic3VwMDFaVFVmWUpJVktscDRQQ0dNdz09IiwibWFjIjoiOTY5Mzk3NDY0ZTY5YjA1MjkzOWU4ZTlkNGQ4ZjYzYzJiNzhjMTU1MzY0OTY1MzU5YWQwZmJmNWQwZDhiYTU4NCIsInRhZyI6IiJ9";"Tutup";"";"[Kegiatan Usaha: Jasa Kredit Gadai, Kategori: K, KBLI: 64921]";"";"";"2025-10-26";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"94437206";"PT. POS INDONESIA Kantor Pos Cabang Luar Kota Longkali";"LONG KALI";"6401080006";"64";"01";"080";"006";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"LONG KALI";"eyJpdiI6InJ2SEk2TWpRaUhoWXJKbFJIQ04rWFE9PSIsInZhbHVlIjoiSWxkTndiRStqZDFJZ1NuRlU2YkhRZz09IiwibWFjIjoiNjk1ZjM1Mzk2YmZlOTNhMDA2ZDM0ZGI2NmY3YzA1Zjg2MTNmZmZkMTdiMzg5ODM3M2QzNzM4Nzc2YTY5OGMzYSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: POS, Kategori: H, KBLI: 53100]; [Kegiatan Usaha: Kantor pos, Kategori: H, KBLI: 531...";"";"";"2025-12-21";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"94436926";"PT. POS INDONESIA, Kantor Pos Cabang Luar Kota Longikis";"DESA PAIT";"6401060026";"64";"01";"060";"026";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"ATANG PAIT";"eyJpdiI6InFJMmh1akhGNFNQTE1VS3dGT3QzNFE9PSIsInZhbHVlIjoiczU5Y0xza2RqUmo3RnkzdDh2eHFlUT09IiwibWFjIjoiY2Q4YmQwNjVhMDZjZTlkMzNjOGNmZTY1YWNjODQ2MmIxMzU1MmQzZjQ0ZDI2ZWE3ZmNlOWFjM2E5NjJjYmUwNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Kantor Cabang, Kategori: M, KBLI: 70100]; [Kegiatan Usaha: Jasa kurir dan logistik,...";"";"";"2025-10-26";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"94660208";"PT Perkebunan Nusantara XIII (Persero), Proyek Pabrik Minyak Sawit Lembah Batu";"desa Lombok";"6401060002";"64";"01";"060";"002";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"LOMBOK";"eyJpdiI6IjRIdVViV1pYcTFWdnI5S3kxWUJvVXc9PSIsInZhbHVlIjoiQkdNSkxsSE0rU1pyZERJYWkzYnZPUT09IiwibWFjIjoiODliY2JmZDY1OWI1NGJkZjAzYTg5NzQwYjg4NGUyODkyNGIwODI3MmI4ZDFmZjhiYTQxYjQ5MWIyYWQ5MjQyOCIsInRhZyI6IiJ9";"Tutup";"";"[Kegiatan Usaha: Industri Minyakan Makan Kelapa Sawit, Kategori: C, KBLI: 10431]";"";"";"2025-12-21";"UB";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97339786";"CV BERKAH MANDIRI";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6ImNIeURMSXhKOFlIOUZLcEFQNXZTclE9PSIsInZhbHVlIjoibmQ0K1JGcWFxOTVTOHFrai9RQkMrdz09IiwibWFjIjoiZWFiNTQ1YzM1Y2Q1ODA1OTg1YTI0NThiZWE0NGJiMjcwY2U5NzIzNjVhMTA3YmEyMjJiZDNkYzBlZjEzYmQzNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47528]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336113";"COLUMBIA, PT";"Jl. Panglima Sentik No.02";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IlFZaFJNeGxISm1GSi9JajJPdFY5K3c9PSIsInZhbHVlIjoiTWN3aElzK1FHSjM2OFEyZDBnT1d4dz09IiwibWFjIjoiZWY3ZGFhYTE2NDIzYzRlNjIyOTJhMWM1MDc1ZDAzMThiYjU0NmRlZTE0N2VkMDRiZjNiYTMyM2VlZGU5OGM4ZSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: ALAT ELEKTRONIK, Kategori: K, KBLI: 64911]; [Kegiatan Usaha: Penjualan alat elektro...";"";"";"2025-01-31";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336214";"PRAKTEK DOKTER (DR NURDIANA)";"JL COKRO AMINOTO";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IkF0M1RRQVpLNXNRRkN2VkNuU2RWTEE9PSIsInZhbHVlIjoiNmR1TnpKeTVVSlJRZVU0a1Zpc0xCZz09IiwibWFjIjoiMzU5ZjE2Mjk0YjlmMjlmZjQyMDVkZGVjM2UyMTJmMTdhYzc0YjM5MDljYjZjOTFlYTk2ZjVmMmFkZTUyMjQzYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: Q, KBLI: 86201]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336215";"TOKO 73 (MUKLIS)";"JL BHAYANGKARA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Ik1YcnZSK1pxWHlkNDRvc0hEZ2U0R2c9PSIsInZhbHVlIjoieTF0bklpV1RzaVgxMkRzN3RYSlM3UT09IiwibWFjIjoiNjUxNTc4ZjI5YTc3ZDMxZTM1NGNhMjg3Yjg5NTQ0ODk0NDQ4ODk5OGE4ZDNjOTUzMGJiYWNlMDkwZTRhZTAzZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47112]";"";"";"2025-12-21";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336246";"PERCETAKAN BINTANG GRAFICA";"JL.MODANG GG RAHAYU";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InJEMWJhUFBkSXZOMVNzc3F3Ym9JNGc9PSIsInZhbHVlIjoiZFFBM1JWQzRBblNYR3F3U0xxRThCZz09IiwibWFjIjoiMGJjNThjZmNjZjRiNTkwYThjOGY5YmQ3ZmVlOWIzNTM3MDg3M2QxM2Y1YjYxNmEwMTNjMTc3NzI4ZGZlYTU5YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: C, KBLI: 18111]";"";"";"2025-11-29";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336255";"SIMPATIK, PT";"JL PANGLIMA SENTIK";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IjJwMDlEYW9DaHlJMDJJcXBPTU9kMmc9PSIsInZhbHVlIjoiVzNZc2VIaDhrbTRvUWFkTE9vbklUdz09IiwibWFjIjoiNmU0M2NiN2Y3OWNiZGI3OTA4Njg1NDgyMzRiMTEwYjQ0M2U5YTVjNGIyZmJmZDJmYjAwNTEwZTZlYzA0YzgwZSIsInRhZyI6IiJ9";"Tutup";"";"[Kegiatan Usaha: MEMBERIKAN KREDIT BARANG, Kategori: K, KBLI: 64911]";"";"";"2025-01-31";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336927";"PT ANDIKA LINES";"JLN AGUS SALIM GG SWADAYA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InVKaFRTSGFSMmFJUnJlYXJLdUwzQ1E9PSIsInZhbHVlIjoidUdhcU96QkNMcGFTRUEvWGpIMVpkQT09IiwibWFjIjoiYjlmZmU1MGIzNGM5NzM4MWM1NTVmNzE2NmU5N2NhMTc1OTYyNjhhZjNlY2U1ZWNiZTk1YjQyYWEyOTgwYjEzMiIsInRhZyI6IiJ9";"Duplikat";"";"[Kegiatan Usaha: JASA ANGKUTAN LAUT, Kategori: H, KBLI: 52240]";"";"";"2025-05-14";"UMKM";"";"";"";"invalid";"";"";"False";"False";"False";"";"";"invalid";"";"";""
"97334066";"AGEN KORAN (SITI JAENAB)";"JL JEND. SUDIRMAN GANG MARIOLA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImJ1ejgrMGg1YkFSZ3VGbW41WlJDVVE9PSIsInZhbHVlIjoiZm5mYUdzOXFwWXdMZWgzUzcxRVMvQT09IiwibWFjIjoiZDA0OTcyM2VhNTUxOTc1MzdmMTJmZjkzNWY5M2JiNGY1YjcxZGRmZGE1N2NmMjdiYjFhNWZhNTY2ZjVhYWNjNCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47920]";"";"";"2025-11-16";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336938";"EKA MEUBEL";"JL RM NOTO SUNARDI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IkRybXZkcUpKWCt5VFhNcUtiMVpYMGc9PSIsInZhbHVlIjoib2dHZFo4b0hLQXlVZkc0YWF6SFVZQT09IiwibWFjIjoiN2M0ZTA0OWI4ZjMxMzUyNjE4YWM1MzdhODgyYTJiZDlmM2Q1OGFhYWEyMDY2YWRlZmQ4M2JlYTc0Yjk4ZGEwMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: INDUSTRI FURNITUR DARI KAYU, Kategori: C, KBLI: 31001]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336961";"CV NAYA";"GG SAUDARA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IktUdEJiWlozTmtVcmFRM1djKzlkcmc9PSIsInZhbHVlIjoibmVzd3lUU09TMXQxQlR2eEdLbjhNdz09IiwibWFjIjoiNGMzMmZlYmJlZjA4N2Y3NDUxYTVlMGE0ZmRlODQ4MjhkOWZhMDRkYWYyYWZjZDA2MjdkNDc0NzFmYjQxYzZlYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: I, KBLI: 56210]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336950";"BIDAN PERSALINAN";"GG SWADAYA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InNrTnU5VUx0OERzT25LMFlUZWFSS1E9PSIsInZhbHVlIjoiY3VxeXJTR3ZJZThtUXVobUxwL1c5QT09IiwibWFjIjoiMWYwZDQyNjkzMWM2ODhlOTkwOWNiMzNmOWY3MjI3MjJlNzJhNWVlYTYxZmRmYTU5NGEwYTE1OTQ1ODY2ODQ3NyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: membantu persalinan, Kategori: Q, KBLI: 86901]";"";"";"2025-11-16";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97334106";"PADAIDI, CV";"JL PROVINSI KERANG";"6401021001";"64";"01";"021";"001";"KALIMANTAN TIMUR";"PASER";"BATU ENGAU";"KERANG";"eyJpdiI6IjVPVzdxcUJKcXBXbmNvemN4RUZCMHc9PSIsInZhbHVlIjoiTHdqOUE2WEcyUHdqa0kwMXNkdXdOQT09IiwibWFjIjoiOGE0YWVhYmI3YTg3M2I3ZmY0YmY3YWM0YzUyNDE3MmUzNjhhOGIwOTEwOTIwNzlhNWE0MmYxMjk2NzdhYjI3YyIsInRhZyI6IiJ9";"Tidak Ditemukan";"";"[Kegiatan Usaha: KONSTRUKSI BANGUNAN, Kategori: F, KBLI: 42930]";"";"";"2025-11-10";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336951";"KOPERASI CINTA JAYA";"GG. SWADAYA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InYrZWQ0bUtOcVlmR2pGclZsZVNOTXc9PSIsInZhbHVlIjoiQmY1SWtWS1dTSFlnVlhDRWN3Vmw0UT09IiwibWFjIjoiZWE2NmY1ZDFhOTcwYWIxZmI1MmI3MGJjYjZlNGE5YjcwODRjZmY5NDU0MTQ3ZGE2ZmE3MGRmMDJiMWMzNTQwZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: K, KBLI: 64141]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336969";"CV PINISI";"JL JENDRAL SUDIRMAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImdhT3NrelRMU0pxZmEyTTIvTDdVc0E9PSIsInZhbHVlIjoidmw0aEZVbDBSRk5CeVRtYnhJMGhZQT09IiwibWFjIjoiMzBiOTAyMGUxODZkZjkwNDQwNDZkM2E0ZmIwMjY2MjlmNDFlMDNhMmQzZThjNjRkZGIwN2ZlMDdlNjJiMzc3OCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: L, KBLI: 68111]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97336941";"JUAL BELI BARANG BEKAS (RAHMAN)";"JL RM NOTO SUNARDI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InFuQWxZRXlueTduMnl0c1M0a1ZNSlE9PSIsInZhbHVlIjoiUTFnaWx2ZmJGSm9MZ1ppSlNDSm4zQT09IiwibWFjIjoiYmNlNjA3MTE1ZDI3ZDlkMjQwMDczNzI3MTBkZDhjZjk1ZWY1Zjg0MGYwMWVjYTAzMTUyMGRmNzI1YjllNGFiYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 46696]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341407";"WARUNG SEMBAKO (KUNAWI)";"PADANG PENGRAPAT";"6401040010";"64";"01";"040";"010";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"PADANG PENGRAPAT";"eyJpdiI6Ik9RVElpWHpRMmpHMmR4amtsNDNEVlE9PSIsInZhbHVlIjoiTG9xZVFqcHBNcVFlQW5GTS9UNkVhUT09IiwibWFjIjoiNWVlZTU5OTU2ZTg4Y2NkYzJiNDM3MTdkMDJmYjE5MzdkZjkyZWFjZTAzYThiOTI1NDUxYTY4YmJkYzc5NzViZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47112]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341413";"MAHKOTA KALIMANTAN PERKASA,CV";"JALAN DESA TAPIS";"6401040015";"64";"01";"040";"015";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TAPIS";"eyJpdiI6IlZaQWpPeGtoTzN4T1ZvTkttcTlaQ3c9PSIsInZhbHVlIjoiM2pKcitSL0pjWi9ISExVWDY0UUM3UT09IiwibWFjIjoiNjU0NzU3NTNmMWZiOWNlYzE1OTBlNmJkODAxNWIyZWU0OTkxNTJhYmVlNmMxZDRmNmIwMDdkMjM4Zjk3NTgwNSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: L, KBLI: 68111]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341414";"REKA KARYA CIPTA, CV";"JL P SURYANATA 2";"6401040009";"64";"01";"040";"009";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"JONE";"eyJpdiI6Ik51UUZsaEJjNElHWFFkMURoeFFyRWc9PSIsInZhbHVlIjoieWRHRVZhbHNpZmk5d1NoYTJBOUR3dz09IiwibWFjIjoiZjc0OGEyZjc3ZTYzNzM3YzgwMjRlNDk4NjMyMTc4NTJkOWFmYmI0NTI0M2UxNTYxNmUxZWM2N2Y5M2ZmNDBhMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: M, KBLI: 74909]";"";"";"2025-10-26";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341416";"TK PERMATA IBU";"GANG POROS 2";"6401040011";"64";"01";"040";"011";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"MUARA PASIR";"eyJpdiI6IkJQbVlwZHp4czMrd0c4bjBDQml3YUE9PSIsInZhbHVlIjoiSXZNWFdhaDRSZVEvVEtHcHpadXB4Zz09IiwibWFjIjoiZjNjYTQyM2ZjMWYxZTdiNzZjNjg3MGI0ZTliYjM1ZDZiZGIyNjE0NmYzMGZlOWI1OGRlMjU0MWU1NTk1ZDFkMyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: P, KBLI: 85132]";"";"";"2025-11-16";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341417";"SDN 006 TANAH GROGOT";"MUARA PASIR";"6401040011";"64";"01";"040";"011";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"MUARA PASIR";"eyJpdiI6IklrcEkzRUlGM3dUdlVNN2xiWlFjZHc9PSIsInZhbHVlIjoiMnRTeGJJRU9IbC9NY1h3VURCaWpuUT09IiwibWFjIjoiZjQ4OTI5NWNiZDVkZGZkZjMzYzhiZDM5MmVmY2RjY2QwNDBjNTRlZjMzODVjMWY4YTgxY2VhM2JiOTA4MzhhNCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: P, KBLI: 85111]";"";"";"2025-06-27";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341425";"AGEN GAS LPG (USMAN)";"DESA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6InJwMjl3UWduenhzL0xzWHZ6QUxXM2c9PSIsInZhbHVlIjoiS0YyZFVpODZ6dWJBeDZ0MmYrMlVZZz09IiwibWFjIjoiMzU2ZTFlNWVkMDc4Y2Y2NjhkYjc5NzFhOTJiNmMwODYxOTY4NTQzM2M2YTM0ZmM4MjBhNzA5NGFhNjYxZDM1MSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47772]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341431";"STIT <KAMPUS>";"DESA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6Ilo4RzdXSFJzUkFkendjSnlEcE4xSWc9PSIsInZhbHVlIjoiVWZ5Vk9wRWJabTh1N0JvUldHcTdPQT09IiwibWFjIjoiZDA3Y2ZhODEwYmNmOWY5YzNiZjc4ODk3NjZjN2M1YWMzOGUxMjkwMjJhMzAxYzY5YjZjYTQxMDM5NWVkNTE4MyIsInRhZyI6IiJ9";"Duplikat";"";"[Kegiatan Usaha: PERGURUAN TINGGI SWASTA, Kategori: P, KBLI: 85322]";"";"";"2025-11-01";"UMKM";"";"";"";"invalid";"";"";"False";"False";"False";"";"";"invalid";"";"";""
"97341432";"BATAKO <UD NOVI SRIANI>";"DESA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6ImdURndLcExCL2N5WE5FMmtRNkN1QUE9PSIsInZhbHVlIjoiVVUxOXh2Z2g0MVV3WW1jUHZJYUthZz09IiwibWFjIjoiM2NiZjI0YzYyZjYzMTlkYzc1ZmVmNzEwMGM1N2I1Y2U5YWI1Y2EwODM3MTU2OWEyNzEyNjQzMzY1ZGJiZGU4ZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: MENJUAL BATAKO, Kategori: G, KBLI: 47523]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341419";"LOKET ONLINE";"DESA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6ImpTZjJZN01yVXAvckxpZTFmcUtxS1E9PSIsInZhbHVlIjoiZzlpaEFjdDRUc0VHUVdSeTk5dnJxZz09IiwibWFjIjoiNThmNjY1MzEyMjMxZDVjMjhlNWFkN2EzODY3YjlmMTM3ZjFmZjI3MmFjYjJmZDc4NjNhMmM2ZjFlNDk4ZTE1ZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: D, KBLI: 35114]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341423";"RA/BA/TA AS`ADIYAH TANAH PERIUK";"JALAN NEGARA RT. 02";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6IlJIaFIzOGdRK1A4QWM4OENmQ001bGc9PSIsInZhbHVlIjoiUlh6YzBGVmZsV01hWEU5M2hNblRsUT09IiwibWFjIjoiYTliMjI1NGMyZGEwNTE3NDdiZDViYmI4OWU5MzVmMzFhMGY4NDg1MGM2YmFkMzQyMDEwNmM4NTc5MGFhZGMwZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: P, KBLI: 85132]";"";"";"2025-07-03";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341436";"HARAPAN JAYA.CV";"JALAN NEGARA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6IjQ5cGw5UENjUkx0djdEcnpibDlRN0E9PSIsInZhbHVlIjoiYnVzcnQ2OFBzL2tWSzRBcGU5b1doQT09IiwibWFjIjoiZjhmYzlhZWI4NDZiZTMyZjg1M2VmYTJiNWVhNjFkZDgzYTAwNTE2NWE1ZmMyYWQwZWNkMzFhODIwN2ZmYjlmNCIsInRhZyI6IiJ9";"Tidak Ditemukan";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47772]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341429";"NURFAAIZAH, CV";"DESA TANAH PERIUK";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6ImtRNmNrQlhyRlo1dytndUxnRDlNVUE9PSIsInZhbHVlIjoiNUVaUVF3Rm5LNFJlZThLMFh2Y1ZKdz09IiwibWFjIjoiYTZjZDYzYTE3MjFlZWFlZGQyYjdmMGZjZTk1ZmFmMDY4OGQ0MWI2NGJjMzAzMGRlZDEwYmY1YWNkNjgzZjUwMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: JASA KONTRUKSI JALAN, Kategori: F, KBLI: 42101]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"97341433";"SMP NEGERI 4 TANAH GROGOT";"JALAN SANGKURIMAN";"6401040005";"64";"01";"040";"005";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH PERIUK";"eyJpdiI6ImVwaXRBcXM1MEVTOHhYSVpIcVFjZ1E9PSIsInZhbHVlIjoiQmRiczMxbXorQmdaZ0ZNeVlQVi9xZz09IiwibWFjIjoiNGNhMjA5MDI1NDJkNDRmZmJmZDc1MTVhMzQzZjJmNWFjZmIzOGViODk0ZWEzOThlZTQ0MmNmM2MzMGUxMzBkMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: JASA PENDIDIKAN SMP NEGERI, Kategori: P, KBLI: 85112]";"";"";"2024-12-30";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
